Dataset,Group,Model,Category,TNNT-Category,Entity,COR,INC,PAR,SPU,MIS,IGN
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Volesky",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","John J Thomas",0,0,0,1,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abboud Qanbar Arabic",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Saddam Hussein",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Robert Ford",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Hollande",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Ibrahim al Jaafari",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Russell",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","his spiritual adviser",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Karrada",0,1,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","The secretary",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Imad Fakhoury",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Travis Caughlin",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Ibrahim al - Jaafari",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Scott C Dayton",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Sajida Mubarak Atrous al - Rishawi",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Andrew Burns",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abu Omar al Ansari",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Inherent Resolve Commander",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Jamal Alzoubi",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Dabiq",0,1,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Foreign Minister Al - Jubeir",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Boris Johnson",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Mohan al Freiji 2 Qanbar",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","one child",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the Foreign Secretary",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Karim Wasifi",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Iraqi Prime Minister ‎ Haider al - Abadi",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","A police officer",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the lead Syrian commander for AQI ' s logistics",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Mohammed",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Karim two",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Hassan",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Saddam Hussein ' s",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Darayya",0,1,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Karim",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Lavrov earlier today",0,0,0,1,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","his Chief of Plans",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","A spokesman",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Thames",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Johnson",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Isiah L . Booker",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the Minister",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Stephen J Townsend",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Peter Cook",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Maj. Gen. Gary J. Volesky",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the Prime Minister - designate , Haider al - Abadi",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","George Haswani",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Federica Mogherini",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Spokesperson John Kirby",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abu Haidar",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Assad",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","John ' J",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Sadiq",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Rupert Colville",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Zahid Mohammed Rawi",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","One man",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Omar",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Gen. Joseph L. Votel",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Bashar al Assad '",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Saddam",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Ghadiya",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Bashar al Assad",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","A man",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","A non - governmental security analyst",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","A local physician",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","al Zarqawi",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Staffan de Mistura",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","an Iraqi tribal sheikh",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Petty Officer Keating",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Shakespeare",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Prime Minister Abadi",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Coe",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Hammond",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Haider al Abadi",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Mogherini",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abu Musab al Zarqawi ' s",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the Iraqi commander",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Townsend",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","a soldier",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Iraqi Prime Minister Nouri al - Maliki",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Maliki",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","His Chief of Staff",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Al Jubeir today",0,0,0,1,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Isiah L Booker",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Bassel al - Assad",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","a tribal leader",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abadi",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","one of our brave service members",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abu Jandal al Kuwaiti",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abu Ayyub Al Masri",0,0,0,1,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","al - Zarqawi",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Bassel al Assad",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","The CJTF - OIR commanding general",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","King Nebuchadnezzar II",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Da esh",0,0,0,1,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Ahmed Shawqi",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Albert Connelly",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Anas Ahmad",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Haider Al Abadi",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Prime Minister Al - Abadi",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","my wife",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","John Kirby The United States",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the resident leader of anti - coalition forces",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the secretary",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Forbin",0,1,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Julie Bishop",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Philip Hammond",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Ziad Khalaf al - Karbouly",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","lieutenant Muath al - Kasasbeh",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Blinken",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Tobias Ellwood",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the CJTF - OIR spokesperson",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Cook",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abu Musab al - Zarqawi",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abu Ayyub Al - Masri",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Nouri Maliki",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Sajida Mubarak Atrous al Rishawi",0,0,0,1,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Caughlin",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Lyons",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Colville",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Joseph L Votel",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Ibrahim Al Ja afari",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Fuad Masum",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abu Jandal",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Saperstein",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","One young girl",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Ash Carter today",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Mohamed Moumou",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","KIRBY",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","her younger brother",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","The head of the country ' s counter - terrorism operations",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Dorrian",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Prime Minister",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Gareth Bayley",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Ash Carter",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Foreign Secretary",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Brig",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","sister",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Sergei Lavrov earlier today",0,0,0,1,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","myself",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Asad",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abu Ghadiya",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Gary J Volesky",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","this hero",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Burns",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","al - Tanawi",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Christophe Cluzel",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the musician",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Daesh",0,1,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Muath al Kasasbeh",0,0,0,1,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Col. John J. Thomas",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Kerry",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","a spokesman",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","The Prime Minister",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Davis",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Alzoubi",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Spc. Lorraine Walsh",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Keating",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Another resident",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Sergei Rudskoi",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Lama Fakih",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","a new Prime Minister - designate",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abdulbaset Alahmar",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","David C Lyons",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Carter",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Charles H Keating IV",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Sadiq Maroof",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Votel",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Islam",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Nouri al Maliki",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Talib Shaghati",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the President of Syria",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the Prince of Poets",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the carpenter",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Nechirvan Barzani",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Booker",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Mevl u t C avu s o g lu",0,0,0,1,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abd Alamir",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Ahmed Kamil Murad",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Bashar al - Assad",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Badran Turki Hishan al - Mazidi",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Jeff Davis",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","The Minister",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Capt.",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Knox Thames",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Richard ' Tex ' Coe",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","a former civil engineering student",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Sheikh Abu Omar al - Ansari",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the Iraqi Foreign Minister",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","SECRETARY KERRY",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","al Tanawi",0,0,0,1,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","My",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Talamenes",0,1,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","one hostage",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the young man",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","The Foreign Secretary",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","She",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Joseph Votel",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Jaish al Ta ' ifa al Mansurah Arabic : Jaysh a t T a ifa al Man s u rah",0,0,0,1,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Omar Abu Anas",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","the prime minister",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Badran Turki Hishan al Mazidi Arabic",0,0,0,1,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Jonathan Cohen",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Obama",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","de Mistura",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Anas",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Abu Musab al Zarqawi",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Zarqawi",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","a senior Iraqi general",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Mohan al - Freiji",0,0,0,0,1,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Al Hejab Elfulathi",0,0,1,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Manal",1,0,0,0,0,0
"re3d","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person","Badr",0,1,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","a middle - aged carpenter",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Ellwood",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Al Qaeda",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Volesky",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Abboud Qanbar Arabic",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","God",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Gen. Townsend",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Saddam Hussein",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Robert Ford",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Hollande",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Ibrahim al Jaafari",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Russell",1,0,0,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","his spiritual adviser",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Rahman Farms",0,0,0,1,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Ibrahim al - Jaafari",0,0,0,0,1,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Travis Caughlin",0,0,1,0,0,0
"re3d","ss4","deeppavlov_conll2003_model","PER","tnnt:Person","Andrew Burns",0,0,1,0,0,0
